,GlobalEventID,Day,MonthYear,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,Actor1Geo_Lat,Actor1Geo_Long,Actor1Geo_CountryCode,Actor1Geo_Fullname,goldstein * num_mentions,avgtone * num_mentions
40909,758466406,20180523.0,201805.0,-5.0,2.0,1.0,2.0,-2.0979020979021,7.073060000000001,125.613,RP,"Davao City, Davao City, Philippines",-10.0,-4.1958041958042
40912,758466750,20180523.0,201805.0,6.0,10.0,1.0,10.0,-1.44230769230769,16.45,120.55,RP,"Philippine, Benguet, Philippines",60.0,-14.423076923076902
41121,758500116,20180523.0,201805.0,1.0,3.0,1.0,3.0,0.41753653444676003,15.8334,120.37799999999999,RP,"Malaca, Pangasinan, Philippines",3.0,1.25260960334028
41508,758552624,20180524.0,201805.0,2.8,2.0,1.0,2.0,1.19047619047619,8.0034,124.28399999999999,RP,"Marawi, Marawi, Philippines",5.6,2.38095238095238
41555,758561163,20180524.0,201805.0,-5.0,1.0,1.0,1.0,-4.45765230312036,14.6042,120.98200000000001,RP,"Manila, Manila, Philippines",-5.0,-4.45765230312036
41630,758571409,20180524.0,201805.0,7.0,2.0,1.0,2.0,-1.3110846245530399,13.6992,121.434,RP,"Bataan, Batangas, Philippines",14.0,-2.6221692491060797
41871,758602710,20180524.0,201805.0,2.8,2.0,1.0,2.0,-4.28849902534113,8.0034,124.28399999999999,RP,"Marawi, Marawi, Philippines",5.6,-8.57699805068226
41884,758605521,20180524.0,201805.0,-5.0,4.0,1.0,4.0,-4.24528301886792,16.45,120.55,RP,"Philippine, Benguet, Philippines",-20.0,-16.98113207547168
41913,758608428,20180524.0,201805.0,7.0,2.0,1.0,2.0,0.9441707717569799,16.45,120.55,RP,"Philippine, Benguet, Philippines",14.0,1.8883415435139599
42063,758632247,20180524.0,201805.0,0.0,4.0,1.0,4.0,-1.5837104072398098,14.6042,120.98200000000001,RP,"Manila, Manila, Philippines",0.0,-6.334841628959239
42132,758641328,20180524.0,201805.0,7.0,2.0,1.0,2.0,1.5416238437821201,15.8334,120.37799999999999,RP,"Malaca, Pangasinan, Philippines",14.0,3.0832476875642403
42272,758669134,20170524.0,201705.0,4.0,3.0,1.0,3.0,-7.27272727272727,8.0034,124.28399999999999,RP,"Marawi, Marawi, Philippines",12.0,-21.81818181818181
42294,758670680,20180524.0,201805.0,-5.0,2.0,1.0,2.0,-5.62770562770563,16.45,120.55,RP,"Philippine, Benguet, Philippines",-10.0,-11.25541125541126
42471,758703232,20180524.0,201805.0,-10.0,4.0,1.0,4.0,-10.5263157894737,8.1481,123.84,RP,"Ozamiz, Ozamis, Philippines",-40.0,-42.1052631578948
42522,758713801,20180524.0,201805.0,-4.0,1.0,1.0,1.0,-1.4336917562724,13.7567,121.05799999999999,RP,"Batangas, Batangas City, Philippines",-4.0,-1.4336917562724
42571,758720054,20180524.0,201805.0,-2.0,2.0,1.0,2.0,-11.650485436893199,16.17,120.78,RP,"Barangay, Pangasinan, Philippines",-4.0,-23.300970873786397
42625,758728691,20180524.0,201805.0,5.2,6.0,1.0,6.0,-2.2935779816513797,15.8334,120.37799999999999,RP,"Malaca, Pangasinan, Philippines",31.200000000000006,-13.761467889908284
42718,758745378,20180524.0,201805.0,-5.0,2.0,1.0,2.0,-4.36363636363636,8.1481,123.84,RP,"Ozamiz, Ozamis, Philippines",-10.0,-8.72727272727272
42722,758745011,20180524.0,201805.0,-5.0,1.0,1.0,1.0,-3.7859007832898097,8.0034,124.28399999999999,RP,"Marawi, Marawi, Philippines",-5.0,-3.7859007832898097
42888,758770697,20180524.0,201805.0,0.0,4.0,1.0,4.0,-2.31884057971014,7.073060000000001,125.613,RP,"Davao City, Davao City, Philippines",0.0,-9.27536231884056
42927,758775281,20180524.0,201805.0,-2.0,2.0,1.0,2.0,-3.2312925170067994,13.0,122.0,RP,Philippines,-4.0,-6.462585034013599
42934,758778937,20180524.0,201805.0,0.0,4.0,1.0,4.0,1.35135135135135,11.9653,121.926,RP,"Boracay, Aklan, Philippines",0.0,5.4054054054054
43045,758795015,20180524.0,201805.0,3.0,2.0,1.0,2.0,-1.1668611435239198,14.6042,120.98200000000001,RP,"Manila, Manila, Philippines",6.0,-2.3337222870478396
43247,758826610,20180524.0,201805.0,5.0,1.0,1.0,1.0,1.1066398390342,14.6042,120.98200000000001,RP,"Manila, Manila, Philippines",5.0,1.1066398390342
43565,758873197,20180525.0,201805.0,1.9,1.0,1.0,1.0,-1.53664302600473,8.0034,124.28399999999999,RP,"Marawi, Marawi, Philippines",1.9,-1.53664302600473
44222,758968397,20180525.0,201805.0,3.0,10.0,1.0,10.0,-3.7122969837587005,13.0,122.0,RP,Philippines,30.0,-37.122969837587
44395,759001167,20180525.0,201805.0,3.0,6.0,1.0,6.0,-0.87873462214411,14.6042,120.98200000000001,RP,"Manila, Manila, Philippines",18.0,-5.27240773286466
44397,759000717,20180525.0,201805.0,1.0,4.0,1.0,4.0,-3.9119804400977998,8.0034,124.28399999999999,RP,"Marawi, Marawi, Philippines",4.0,-15.647921760391199
44658,759044597,20180525.0,201805.0,2.8,2.0,1.0,2.0,0.0,16.45,120.55,RP,"Philippine, Benguet, Philippines",5.6,0.0
44693,759051460,20180525.0,201805.0,-5.0,1.0,1.0,1.0,-8.42105263157895,14.6042,120.98200000000001,RP,"Manila, Manila, Philippines",-5.0,-8.42105263157895
44895,759084131,20180525.0,201805.0,0.4,2.0,1.0,2.0,-4.10958904109589,16.45,120.55,RP,"Philippine, Benguet, Philippines",0.8,-8.21917808219178
45042,759107264,20180525.0,201805.0,1.0,1.0,1.0,1.0,2.9661016949152597,13.0,122.0,RP,Philippines,1.0,2.9661016949152597
45132,759120036,20180525.0,201805.0,0.0,8.0,1.0,8.0,3.0100334448160497,16.45,120.55,RP,"Philippine, Benguet, Philippines",0.0,24.080267558528398
46226,759293573,20180526.0,201805.0,-0.4,10.0,1.0,10.0,-2.51798561151079,7.91667,124.333,RP,"Lanao Del Sur, Lanao del Sur, Philippines",-4.0,-25.1798561151079
46281,759303241,20180426.0,201804.0,1.9,2.0,1.0,2.0,2.3142509135201,13.0,122.0,RP,Philippines,3.8,4.6285018270402
46520,759345676,20180526.0,201805.0,0.0,10.0,1.0,10.0,0.73529411764705,14.6042,120.98200000000001,RP,"Manila, Manila, Philippines",0.0,7.3529411764705
46570,759355619,20180526.0,201805.0,-0.4,4.0,1.0,4.0,-0.68965517241379,14.6042,120.98200000000001,RP,"Manila, Manila, Philippines",-1.6,-2.75862068965516
46599,759361936,20180526.0,201805.0,3.4,10.0,1.0,10.0,3.5406698564593304,14.659,121.069,RP,"University Of The Philippines, Quezon City, Philippines",34.0,35.4066985645933
46925,759409787,20180527.0,201805.0,0.0,2.0,1.0,2.0,-1.6853932584269598,10.8333,124.833,RP,"Leyte Island, Philippines (general), Philippines",0.0,-3.3707865168539195
47031,759426767,20180527.0,201805.0,1.9,5.0,1.0,5.0,4.447439353099731,16.45,120.55,RP,"Philippine, Benguet, Philippines",9.5,22.23719676549865
47107,759440144,20180527.0,201805.0,3.4,4.0,1.0,4.0,-0.6185567010309201,14.3247,121.477,RP,"Kalayaan, Laguna, Philippines",13.6,-2.4742268041236803
47346,759485342,20180527.0,201805.0,-10.0,6.0,1.0,6.0,-5.19480519480519,6.975,122.23299999999999,RP,"Sacol Island, Zamboanga, Philippines",-60.0,-31.16883116883114
47369,759488497,20170527.0,201705.0,5.2,7.0,1.0,7.0,0.8771929824561401,14.6042,120.98200000000001,RP,"Manila, Manila, Philippines",36.4,6.1403508771929785
47379,759491532,20180527.0,201805.0,0.0,2.0,1.0,2.0,-1.41093474426808,16.45,120.55,RP,"Philippine, Benguet, Philippines",0.0,-2.82186948853616
47442,759501315,20180527.0,201805.0,2.8,7.0,1.0,7.0,0.7042253521126741,14.6042,120.98200000000001,RP,"Manila, Manila, Philippines",19.6,4.929577464788718
47575,759527485,20180527.0,201805.0,3.0,5.0,1.0,5.0,-1.00502512562814,8.0034,124.28399999999999,RP,"Marawi, Marawi, Philippines",15.0,-5.0251256281407
47576,759524999,20180527.0,201805.0,-10.0,4.0,1.0,4.0,-0.50968399592253,16.45,120.55,RP,"Philippine, Benguet, Philippines",-40.0,-2.03873598369012
47761,759553651,20180528.0,201805.0,1.0,4.0,1.0,4.0,0.0,13.0,122.0,RP,Philippines,4.0,0.0
47861,759567844,20180528.0,201805.0,7.0,7.0,1.0,7.0,2.1994134897360698,11.4031,122.055,RP,"Malacanang, Antique, Philippines",49.0,15.395894428152491
47922,759576707,20180528.0,201805.0,2.8,1.0,1.0,1.0,-1.9637462235649499,13.0,122.0,RP,Philippines,2.8,-1.9637462235649499
48003,759592154,20180528.0,201805.0,-5.0,1.0,1.0,1.0,-2.3255813953488396,16.45,120.55,RP,"Philippine, Benguet, Philippines",-5.0,-2.3255813953488396
48008,759592145,20180528.0,201805.0,1.0,3.0,1.0,3.0,1.22199592668024,7.073060000000001,125.613,RP,"Davao, Davao City, Philippines",3.0,3.66598778004072
48013,759589835,20180528.0,201805.0,3.0,4.0,1.0,4.0,-2.3109243697479,10.6677,122.95299999999999,RP,"Bacolod, Bacolod, Philippines",12.0,-9.2436974789916
48021,759594013,20180528.0,201805.0,-10.0,12.0,1.0,6.0,-1.7632241813602,16.45,120.55,RP,"Philippine, Benguet, Philippines",-120.0,-21.1586901763224
48089,759601673,20180528.0,201805.0,-5.0,4.0,1.0,4.0,-10.1321585903084,16.45,120.55,RP,"Philippine, Benguet, Philippines",-20.0,-40.5286343612336
48151,759613925,20180528.0,201805.0,0.0,10.0,1.0,10.0,-6.79133858267716,14.5518,120.994,RP,"Pasay City, Pasay, Philippines",0.0,-67.9133858267716
48153,759614207,20180528.0,201805.0,7.0,5.0,1.0,5.0,-0.21645021645020998,14.6042,120.98200000000001,RP,"Manila, Manila, Philippines",35.0,-1.08225108225105
48229,759623870,20180528.0,201805.0,4.0,2.0,1.0,2.0,2.21843003412969,14.6042,120.98200000000001,RP,"Manila, Manila, Philippines",8.0,4.43686006825938
48333,759644654,20180528.0,201805.0,-2.0,10.0,1.0,10.0,-8.33333333333335,6.91025,122.072,RP,"Zamboanga, Zamboanga, Philippines",-20.0,-83.3333333333335
48374,759652729,20180528.0,201805.0,3.4,1.0,1.0,1.0,7.29166666666667,16.45,120.55,RP,"Philippine, Benguet, Philippines",3.4,7.29166666666667
48522,759681429,20170528.0,201705.0,1.0,2.0,1.0,2.0,-1.70648464163822,15.1333,117.76700000000001,RP,"Scarborough Shoal, Philippines (general), Philippines",2.0,-3.41296928327644
48558,759686786,20180528.0,201805.0,-10.0,1.0,1.0,1.0,-6.78733031674208,14.6274,121.06700000000001,RP,"Amihan, Quezon City, Philippines",-10.0,-6.78733031674208
48589,759692441,20180528.0,201805.0,1.9,4.0,1.0,4.0,-3.8910505836575897,14.6042,120.98200000000001,RP,"Manila, Manila, Philippines",7.6,-15.564202334630359
48838,759740376,20170528.0,201705.0,1.0,8.0,1.0,8.0,1.0033444816053598,14.6042,120.98200000000001,RP,"Manila, Manila, Philippines",8.0,8.026755852842879
48917,759751712,20180528.0,201805.0,0.0,2.0,1.0,2.0,-3.79746835443038,16.45,120.55,RP,"Philippine, Benguet, Philippines",0.0,-7.59493670886076
48923,759755319,20180528.0,201805.0,-4.0,2.0,1.0,2.0,-3.7671232876712297,15.8334,120.37799999999999,RP,"Malaca, Pangasinan, Philippines",-8.0,-7.5342465753424595
48937,759755468,20180528.0,201805.0,3.4,1.0,1.0,1.0,-2.62345679012346,14.9547,120.897,RP,"Baliuag, Bulacan, Philippines",3.4,-2.62345679012346
48959,759760484,20170528.0,201705.0,-2.0,1.0,1.0,1.0,-2.4637681159420297,16.45,120.55,RP,"Philippine, Benguet, Philippines",-2.0,-2.4637681159420297
48994,759765091,20180528.0,201805.0,3.0,1.0,1.0,1.0,0.0,7.1,124.65,RP,"Tawi-Tawi, Maguindanao, Philippines",3.0,0.0
49193,759792672,20180529.0,201805.0,3.5,2.0,1.0,2.0,0.64935064935065,13.0,122.0,RP,Philippines,7.0,1.2987012987013
49282,759807015,20180529.0,201805.0,0.0,1.0,1.0,1.0,-0.42412818096135996,13.0,122.0,RP,Philippines,0.0,-0.42412818096135996
49376,759824954,20180529.0,201805.0,7.4,6.0,1.0,6.0,-6.549118387909321,8.0034,124.28399999999999,RP,"Marawi, Marawi, Philippines",44.40000000000001,-39.294710327455924
49384,759824913,20180529.0,201805.0,1.0,6.0,1.0,6.0,-6.549118387909321,8.0034,124.28399999999999,RP,"Marawi, Marawi, Philippines",6.0,-39.294710327455924
49412,759829914,20180529.0,201805.0,-0.4,6.0,1.0,6.0,-5.22696011004126,15.8334,120.37799999999999,RP,"Malaca, Pangasinan, Philippines",-2.4000000000000004,-31.36176066024756
49420,759829916,20180529.0,201805.0,3.0,4.0,1.0,4.0,-0.54794520547945,14.6042,120.98200000000001,RP,"Manila, Manila, Philippines",12.0,-2.1917808219178
49447,759837277,20180522.0,201805.0,3.0,4.0,1.0,4.0,-2.9100529100529107,16.45,120.55,RP,"Philippine, Benguet, Philippines",12.0,-11.640211640211643
49548,759851749,20180529.0,201805.0,0.0,10.0,1.0,10.0,3.23774283071231,16.45,120.55,RP,"Philippine, Benguet, Philippines",0.0,32.377428307123104
49572,759852711,20180529.0,201805.0,3.4,1.0,1.0,1.0,0.29585798816568,13.0,122.0,RP,Philippines,3.4,0.29585798816568
49585,759858125,20180529.0,201805.0,8.0,1.0,1.0,1.0,-1.9002375296912102,17.0833,121.167,RP,"Mountain Province, Mountain, Philippines",8.0,-1.9002375296912102
49605,759861225,20180529.0,201805.0,3.5,1.0,1.0,1.0,-1.56453715775749,14.6042,120.98200000000001,RP,"Manila, Manila, Philippines",3.5,-1.56453715775749
49679,759872881,20180529.0,201805.0,3.0,1.0,1.0,1.0,-3.7209302325581404,11.9653,121.926,RP,"Boracay, Aklan, Philippines",3.0,-3.7209302325581404
49691,759876659,20180529.0,201805.0,-5.0,4.0,1.0,4.0,-8.5427135678392,10.4167,123.0,RP,"Negros Occidental, Negros Occidental, Philippines",-20.0,-34.1708542713568
49721,759885734,20180522.0,201805.0,1.0,2.0,1.0,2.0,-0.18867924528302,13.0,122.0,RP,Philippines,2.0,-0.37735849056604
49950,759923875,20180529.0,201805.0,2.8,2.0,1.0,2.0,-1.76991150442478,7.53333,122.26700000000001,RP,"Zamboanga Peninsula, Province of Zamboanga Sibugay, Philippines",5.6,-3.53982300884956
49995,759931046,20180529.0,201805.0,4.0,6.0,1.0,6.0,0.37257824143070006,17.0833,121.167,RP,"Mountain Province, Mountain, Philippines",24.0,2.2354694485842
50006,759935945,20180529.0,201805.0,0.0,4.0,1.0,4.0,-0.75757575757576,14.5833,121.0,RP,"Metro Manila, Philippines (general), Philippines",0.0,-3.03030303030304
50673,760041050,20180529.0,201805.0,3.0,10.0,1.0,10.0,-2.81425891181989,13.0,122.0,RP,Philippines,30.0,-28.1425891181989
50711,760045034,20180529.0,201805.0,-0.4,8.0,1.0,8.0,-1.31233595800525,14.5272,121.042,RP,"Fort Bonifacio, San Pedro Makati, Philippines",-3.2,-10.498687664042
51042,760090030,20180530.0,201805.0,7.0,3.0,1.0,3.0,0.0867302688638301,15.025,120.95,RP,"Diliman, Bulacan, Philippines",21.0,0.2601908065914903
51097,760099154,20180530.0,201805.0,1.9,8.0,1.0,8.0,-2.77906438165818,14.7007,121.09700000000001,RP,"Payatas, Quezon City, Philippines",15.2,-22.23251505326544
51257,760120471,20180530.0,201805.0,-7.0,2.0,1.0,2.0,-7.02702702702703,7.21212,124.882,RP,"North Cotabato, North Cotabato, Philippines",-14.0,-14.05405405405406
51364,760134270,20180530.0,201805.0,3.0,2.0,1.0,2.0,1.22549019607843,16.45,120.55,RP,"Philippine, Benguet, Philippines",6.0,2.45098039215686
51438,760146854,20180530.0,201805.0,-5.0,10.0,1.0,10.0,-3.28947368421052,13.0,122.0,RP,Philippines,-50.0,-32.894736842105196
51473,760152459,20180530.0,201805.0,1.0,2.0,1.0,2.0,0.5813953488372099,13.0,122.0,RP,Philippines,2.0,1.1627906976744198
51547,760164104,20180530.0,201805.0,1.9,2.0,1.0,2.0,2.22222222222222,7.073060000000001,125.613,RP,"Davao City, Davao City, Philippines",3.8,4.44444444444444
51548,760169243,20180530.0,201805.0,3.0,1.0,1.0,1.0,-7.063197026022309,13.0,122.0,RP,Philippines,3.0,-7.063197026022309
51567,760170105,20180530.0,201805.0,1.9,8.0,1.0,8.0,-4.67511885895404,13.0,122.0,RP,Philippines,15.2,-37.40095087163232
51988,760240431,20180530.0,201805.0,7.0,1.0,1.0,1.0,0.35273368606702,13.0,122.0,RP,Philippines,7.0,0.35273368606702
52163,760271651,20180530.0,201805.0,3.4,4.0,1.0,4.0,4.53141091658085,16.4164,120.59299999999999,RP,"Baguio City, Baguio, Philippines",13.6,18.1256436663234
52306,760294671,20180530.0,201805.0,3.4,2.0,1.0,2.0,-2.1689497716895,16.45,120.55,RP,"Philippine, Benguet, Philippines",6.8,-4.337899543379
52399,760312645,20180530.0,201805.0,-4.0,2.0,1.0,2.0,-2.45231607629427,16.45,120.55,RP,"Philippine, Benguet, Philippines",-8.0,-4.90463215258854
52407,760312673,20180530.0,201805.0,-2.0,5.0,1.0,5.0,-0.287356321839081,15.025,120.95,RP,"Diliman, Bulacan, Philippines",-10.0,-1.4367816091954049
52529,760331089,20180530.0,201805.0,-9.5,4.0,1.0,4.0,-0.5657708628005601,16.45,120.55,RP,"Philippine, Benguet, Philippines",-38.0,-2.2630834512022404
52898,760383521,20180530.0,201805.0,-2.0,6.0,1.0,6.0,-3.21576763485477,13.0,122.0,RP,Philippines,-12.0,-19.29460580912862
53375,760453626,20180531.0,201805.0,7.0,8.0,1.0,8.0,-0.9779951100244499,16.45,120.55,RP,"Philippine, Benguet, Philippines",56.0,-7.8239608801955995
53493,760468511,20180531.0,201805.0,-0.4,2.0,1.0,2.0,-3.1630170316301696,11.2505,124.0,RP,"Daanbantayan, Cebu, Philippines",-0.8,-6.326034063260339
53520,760474488,20180531.0,201805.0,-5.0,5.0,1.0,5.0,-2.50696378830084,16.45,120.55,RP,"Philippine, Benguet, Philippines",-25.0,-12.534818941504199
53525,760474446,20180531.0,201805.0,0.4,2.0,1.0,2.0,1.48448043184885,15.8334,120.37799999999999,RP,"Malaca, Pangasinan, Philippines",0.8,2.9689608636977
53552,760476894,20180501.0,201805.0,0.0,15.0,14.0,15.0,1.15448111821455,11.2677,122.131,RP,"Maya Bay, Antique, Philippines",0.0,17.31721677321825
53605,760486518,20170531.0,201705.0,4.0,2.0,1.0,2.0,1.68841135840369,14.5833,121.0,RP,"Metro Manila, Philippines (general), Philippines",8.0,3.37682271680738
53631,760492115,20180531.0,201805.0,-2.0,4.0,1.0,4.0,-7.228915662650599,14.6042,120.98200000000001,RP,"Manila, Manila, Philippines",-8.0,-28.915662650602396
53650,760496384,20180531.0,201805.0,2.8,2.0,1.0,2.0,2.53807106598985,16.45,120.55,RP,"Philippine, Benguet, Philippines",5.6,5.0761421319797
53721,760514028,20180531.0,201805.0,1.0,10.0,1.0,10.0,-3.7109375,7.11,125.649,RP,"Pampanga, Davao City, Philippines",10.0,-37.109375
53834,760533446,20180531.0,201805.0,6.0,6.0,1.0,6.0,0.0,15.8334,120.37799999999999,RP,"Malaca, Pangasinan, Philippines",36.0,0.0
54297,760607912,20180531.0,201805.0,6.0,1.0,1.0,1.0,-1.7964071856287398,16.3247,121.124,RP,"Nueva Vizcaya, Nueva Vizcaya, Philippines",6.0,-1.7964071856287398
54346,760613114,20180531.0,201805.0,0.0,10.0,1.0,10.0,0.38387715930902006,13.0,122.0,RP,Philippines,0.0,3.8387715930902004
54469,760635682,20180531.0,201805.0,3.0,10.0,1.0,10.0,-2.49376558603492,7.073060000000001,125.613,RP,"Davao, Davao City, Philippines",30.0,-24.937655860349196
54629,760661782,20180530.0,201805.0,-9.0,10.0,1.0,10.0,-3.43915343915344,14.9483,120.62299999999999,RP,"Santo Tomas, Pampanga, Philippines",-90.0,-34.3915343915344
54751,760679193,20180531.0,201805.0,7.0,10.0,1.0,10.0,5.29953917050691,14.6042,120.98200000000001,RP,"Manila, Manila, Philippines",70.0,52.9953917050691
55266,760747958,20180601.0,201806.0,-5.0,2.0,1.0,2.0,-4.23357664233576,14.6042,120.98200000000001,RP,"Manila, Manila, Philippines",-10.0,-8.46715328467152
55326,760759998,20180601.0,201806.0,4.0,1.0,1.0,1.0,2.0460358056266,16.45,120.55,RP,"Philippine, Benguet, Philippines",4.0,2.0460358056266
55331,760757939,20180601.0,201806.0,4.0,2.0,1.0,2.0,4.2253521126760605,14.6042,120.98200000000001,RP,"Manila, Manila, Philippines",8.0,8.450704225352121
55335,760757923,20180601.0,201806.0,3.5,8.0,1.0,8.0,-2.6378896882494,14.6042,120.98200000000001,RP,"Manila, Manila, Philippines",28.0,-21.1031175059952
55588,760802425,20180601.0,201806.0,3.4,10.0,1.0,10.0,-0.7940008822232099,16.45,120.55,RP,"Philippine, Benguet, Philippines",34.0,-7.9400088222321
55626,760808641,20180601.0,201806.0,3.0,7.0,1.0,7.0,-0.4637297118251,8.1266,123.53,RP,"Yason, Pagadian City, Philippines",21.0,-3.2461079827757002
55698,760820207,20180601.0,201806.0,8.0,4.0,1.0,4.0,2.61437908496733,14.6042,120.98200000000001,RP,"Manila, Manila, Philippines",32.0,10.45751633986932
55823,760841520,20180601.0,201806.0,0.4,10.0,1.0,10.0,-0.990099009900991,6.91025,122.072,RP,"Zamboanga, Zamboanga, Philippines",4.0,-9.90099009900991
55904,760856600,20180601.0,201806.0,1.9,2.0,1.0,2.0,-1.6,16.2979,121.035,RP,"Aritao, Nueva Vizcaya, Philippines",3.8,-3.2
55925,760860239,20180601.0,201806.0,0.0,2.0,1.0,2.0,-1.6051364365971101,16.45,120.55,RP,"Philippine, Benguet, Philippines",0.0,-3.2102728731942203
56084,760885649,20180601.0,201806.0,-5.0,6.0,1.0,6.0,2.1276595744680904,13.7567,121.05799999999999,RP,"Batangas, Batangas City, Philippines",-30.0,12.765957446808539
56099,760885648,20180601.0,201806.0,-10.0,7.0,1.0,7.0,-4.3165467625899305,13.3594,123.337,RP,"Bicol, Camarines Sur, Philippines",-70.0,-30.21582733812951
56170,760896268,20180601.0,201806.0,7.0,1.0,1.0,1.0,0.8948545861297549,16.45,120.55,RP,"Philippine, Benguet, Philippines",7.0,0.8948545861297549
56353,760923960,20180601.0,201806.0,0.0,2.0,1.0,2.0,-5.95947556615018,16.45,120.55,RP,"Philippine, Benguet, Philippines",0.0,-11.91895113230036
56847,760996466,20180602.0,201806.0,-2.0,4.0,1.0,4.0,-9.0566037735849,7.073060000000001,125.613,RP,"Davao City, Davao City, Philippines",-8.0,-36.2264150943396
56857,760996483,20180602.0,201806.0,1.9,2.0,1.0,2.0,-0.49358341559722996,13.0,122.0,RP,Philippines,3.8,-0.9871668311944599
57183,761049234,20180602.0,201806.0,7.0,4.0,1.0,4.0,-2.5276461295418597,8.0034,124.28399999999999,RP,"Marawi, Marawi, Philippines",28.0,-10.110584518167439
57197,761046660,20180602.0,201806.0,1.9,10.0,1.0,10.0,2.16346153846154,14.6042,120.98200000000001,RP,"Manila, Manila, Philippines",19.0,21.634615384615397
57435,761095999,20180602.0,201806.0,1.0,1.0,1.0,1.0,-3.3088235294117703,16.45,120.55,RP,"Philippine, Benguet, Philippines",1.0,-3.3088235294117703
57637,761133391,20180602.0,201806.0,7.4,5.0,1.0,5.0,0.7901668129938499,16.45,120.55,RP,"Philippine, Benguet, Philippines",37.0,3.9508340649692495
57696,761143547,20180602.0,201806.0,-0.4,10.0,1.0,10.0,-1.6260162601626,14.6042,120.98200000000001,RP,"Manila, Manila, Philippines",-4.0,-16.260162601626
57961,761185409,20180603.0,201806.0,8.0,4.0,1.0,2.0,1.9756838905774998,14.6042,120.98200000000001,RP,"Manila, Manila, Philippines",32.0,7.902735562310001
58112,761207982,20180603.0,201806.0,3.0,16.0,1.0,10.0,0.64516129032258,14.6042,120.98200000000001,RP,"Manila, Manila, Philippines",48.0,10.32258064516128
58118,761206734,20180603.0,201806.0,-5.0,1.0,1.0,1.0,1.4423076923076998,9.307,123.307,RP,"Dumaguete, Dumaguete, Philippines",-5.0,1.4423076923076998
58127,761208204,20180603.0,201806.0,4.0,3.0,1.0,3.0,0.0,14.6042,120.98200000000001,RP,"Manila, Manila, Philippines",12.0,0.0
58209,761222647,20180603.0,201806.0,3.5,3.0,1.0,3.0,-5.945945945945951,13.0,122.0,RP,Philippines,10.5,-17.837837837837853
58239,761231122,20180603.0,201806.0,1.9,2.0,1.0,2.0,-2.58064516129032,14.6042,120.98200000000001,RP,"Manila, Manila, Philippines",3.8,-5.16129032258064
58270,761235308,20180603.0,201806.0,-2.0,1.0,1.0,1.0,-4.18118466898955,14.6042,120.98200000000001,RP,"Manila, Manila, Philippines",-2.0,-4.18118466898955
58278,761237178,20180603.0,201806.0,-6.5,8.0,1.0,8.0,-2.6402640264026402,16.45,120.55,RP,"Philippine, Benguet, Philippines",-52.0,-21.122112211221122
58350,761251714,20180504.0,201805.0,0.0,1.0,1.0,1.0,1.4606741573033701,11.2677,122.131,RP,"Maya Bay, Antique, Philippines",0.0,1.4606741573033701
58395,761262041,20180603.0,201806.0,3.4,3.0,1.0,3.0,1.97183098591549,15.8334,120.37799999999999,RP,"Malaca, Pangasinan, Philippines",10.2,5.91549295774647
58400,761259893,20180603.0,201806.0,1.9,10.0,1.0,10.0,3.4210526315789505,16.45,120.55,RP,"Philippine, Benguet, Philippines",19.0,34.2105263157895
58404,761260228,20180603.0,201806.0,3.0,4.0,1.0,4.0,1.47783251231527,14.6042,120.98200000000001,RP,"Manila, Manila, Philippines",12.0,5.91133004926108
58483,761278379,20180603.0,201806.0,-4.0,2.0,1.0,2.0,-1.0,13.0,122.0,RP,Philippines,-8.0,-2.0
58628,761303239,20180603.0,201806.0,-5.0,1.0,1.0,1.0,-2.0833333333333304,6.445,124.044,RP,"Sangay, Sultan Kudarat, Philippines",-5.0,-2.0833333333333304
59045,761371636,20180604.0,201806.0,-2.0,5.0,1.0,5.0,-0.49099836333879,13.9529,121.15899999999999,RP,"Balintawak, Lipa, Philippines",-10.0,-2.4549918166939504
59204,761397200,20180604.0,201806.0,4.0,5.0,1.0,5.0,-3.9316239316239305,7.22889,124.258,RP,"Sultan Kudarat, Maguindanao, Philippines",20.0,-19.65811965811965
59209,761397182,20180604.0,201806.0,-9.0,2.0,1.0,2.0,-3.9316239316239305,6.33333,125.5,RP,"Davao Del Sur, Davao del Sur, Philippines",-18.0,-7.863247863247861
59300,761412528,20180604.0,201806.0,3.4,1.0,1.0,1.0,1.8604651162790702,14.6042,120.98200000000001,RP,"Manila, Manila, Philippines",3.4,1.8604651162790702
59469,761446668,20180604.0,201806.0,-2.0,3.0,1.0,3.0,-0.39100684261975,7.073060000000001,125.613,RP,"Davao City, Davao City, Philippines",-6.0,-1.17302052785925
59533,761458249,20180604.0,201806.0,-4.4,8.0,1.0,4.0,-5.6792018419033,16.45,120.55,RP,"Philippine, Benguet, Philippines",-35.2,-45.4336147352264
59542,761457753,20180604.0,201806.0,-2.0,2.0,1.0,2.0,-5.6792018419033,16.45,120.55,RP,"Philippine, Benguet, Philippines",-4.0,-11.3584036838066
59627,761476324,20180604.0,201806.0,4.0,1.0,1.0,1.0,-2.46575342465753,7.073060000000001,125.613,RP,"Davao, Davao City, Philippines",4.0,-2.46575342465753
59819,761509979,20180604.0,201806.0,7.4,8.0,1.0,8.0,-3.32225913621262,14.6042,120.98200000000001,RP,"Manila, Manila, Philippines",59.2,-26.57807308970096
